164546.48	164546.53	164546.31	164546.19	164546.15	164546.43	164546.37	164546.36	164546.21	164546.38	164546.41	164546.29	164546.46	164546.23	164546.51	164546.22	164546.26	164546.24	164546.7	164546.45	164546.14	164546.47	164546.39	164546.35	164546.34	164546.33	164546.61	164546.49	164546.50	164546.44	164546.52	164546.20	164546.25	164546.30	164546.54	164546.40	164546.17	1796606.3	106590.8	106590.24	381666.45	381666.6	106590.28	106590.25	1478019.3	1042878.5	1304882.4	96344.8	96344.9	96344.12	96344.11	2608999.4	82541.48	82541.47	82541.46	82541.19	82541.45	1267562.4	82541.43	82541.44	2771360.3	82541.39	2003588.3	119219.46	1218106.3	119219.14	2003587.3	119219.17	119219.51	119219.44	266264.9	876364.3	1389192.3	367825.3	82633.33	1873897.3	82633.34	82633.13	942865.3	942865.4	1855314.3	1855313.3	151783.39	151783.34	1855315.3	82633.11	2839983.3	82633.39	248026.4	264198.6	2871157.10	68895.9	68895.5
100.0	99.134262	99.194077	99.182571	99.178192	99.185158	99.199097	99.165131	99.220764	99.171539	99.200714	99.234718	99.24408	93.00148	93.016205	92.979355	92.982391	93.005478	93.037598	93.074173	93.052757	94.2967	94.180115	94.232803	94.234039	94.204056	93.601479	93.675873	93.607025	93.704613	93.619934	93.616905	93.580643	93.657745	93.660812	94.465515	93.841873	93.831787	89.626236	89.479034	89.504044	89.472038	89.210381	89.217056	89.362762	89.350098	88.22644	88.323494	88.513321	88.673447	88.673386	84.111954	83.913155	83.917229	83.996986	83.900085	83.877762	83.924347	83.961288	83.947861	83.977585	83.905838	82.43605	82.566132	82.422256	82.46402	82.469147	82.476814	82.493042	82.399025	82.407944	83.75209	83.839157	83.872406	82.509491	82.422699	82.500854	82.522072	82.119644	82.085175	83.719803	83.677338	83.788734	83.607681	83.269051	84.030777	83.697342	83.200134	84.724121	84.701813	82.888474	84.730804	83.215797
99.134262	100.0	99.918564	99.934418	99.916382	99.936455	99.915924	99.921059	99.970123	99.910194	99.596542	99.505371	99.509171	93.627014	93.582458	93.461411	93.384995	93.395821	93.882034	93.765701	93.68782	94.737473	94.049164	94.073364	94.063507	94.086014	94.314545	94.107941	93.574394	94.306358	94.377533	94.235886	94.237663	94.304184	94.454994	94.401993	94.390137	93.775635	89.669449	89.592926	89.552002	89.599808	89.377258	89.362061	89.392349	89.374008	88.160507	88.374802	88.607979	88.751724	88.702728	84.133392	83.90419	83.989861	84.01413	83.9552	83.879547	83.99173	83.908783	83.892937	84.038925	84.053886	82.421814	82.573357	82.456741	82.445755	82.444016	82.559494	82.449631	82.380112	82.459641	83.824615	83.844147	83.841309	82.551857	82.431076	82.499588	82.560722	82.157555	82.091095	83.740982	83.769165	83.787415	83.753517	83.256134	84.052444	83.657288	83.240646	84.660957	84.718414	82.824554	84.764679	83.252975
99.194077	99.918564	100.0	99.955566	99.953033	99.958618	99.970856	99.975754	99.959167	99.976166	99.628532	99.563011	99.552254	93.644318	93.42662	93.437927	93.432465	93.437027	93.690796	93.687057	93.669113	94.780334	94.13559	94.148529	94.143677	94.158813	94.132812	94.152924	93.595596	94.307297	94.227058	94.300674	94.274887	94.353493	94.2491	94.430557	94.402695	93.738899	89.669357	89.546402	89.554977	89.542542	89.332108	89.350319	89.378448	89.409637	88.243958	88.459717	88.652115	88.792313	88.736313	84.064598	83.805222	83.826599	83.900604	83.915268	83.888824	83.830902	83.926346	83.902946	83.895645	83.977753	82.439018	82.508583	82.420586	82.478043	82.476662	82.540436	82.473	82.392899	82.45681	83.802612	83.867203	83.838943	82.535393	82.379669	82.518204	82.519218	82.15052	82.155914	83.700043	83.715546	83.755844	83.722641	83.26738	84.067673	83.754684	83.245468	84.648926	84.661575	82.854546	84.715973	83.279251
99.182571	99.934418	99.955566	100.0	99.970123	99.972588	99.958771	99.962799	99.977844	99.962143	99.639832	99.563843	99.561012	93.608994	93.417694	93.421234	93.425972	93.440796	93.695824	93.7146	93.72052	94.774414	94.146423	94.162506	94.149551	94.134331	94.210602	94.126259	93.600151	94.334656	94.22213	94.283173	94.307556	94.379303	94.264297	94.416321	94.341858	93.747818	89.656433	89.581909	89.580841	89.632111	89.303986	89.290924	89.371841	89.384697	88.193207	88.403168	88.564812	88.747559	88.751648	84.1091	83.854012	83.965324	83.971359	83.97699	83.895981	83.942131	83.985413	83.944939	84.010223	84.03891	82.419243	82.5103	82.390396	82.418785	82.417656	82.427017	82.44957	82.349213	82.379379	83.799377	83.848465	83.87326	82.548477	82.402237	82.530991	82.5177	82.168579	82.155869	83.732925	83.776093	83.797256	83.720169	83.281418	84.01622	83.691437	83.216522	84.692047	84.727188	82.810112	84.762192	83.24646
99.178192	99.916382	99.953033	99.970123	100.0	99.958267	99.960953	99.961555	99.971001	99.964989	99.650467	99.558258	99.55423	93.592667	93.370712	93.428513	93.447113	93.431602	93.67688	93.718605	93.723801	94.740349	94.109329	94.07933	94.099129	94.103073	94.155373	94.154068	93.602356	94.294975	94.188545	94.241943	94.264236	94.343063	94.24604	94.441528	94.413971	93.774521	89.642319	89.589447	89.574448	89.600777	89.346855	89.313583	89.387207	89.402939	88.254379	88.389908	88.562805	88.676376	88.730057	84.102943	83.888031	83.873802	83.980728	83.929337	83.84951	83.94046	83.898926	83.91655	83.900864	84.011917	82.468597	82.550926	82.468483	82.48912	82.47818	82.488342	82.443016	82.371201	82.435608	83.84922	83.888855	83.825882	82.530891	82.388672	82.473938	82.537498	82.126335	82.144684	83.749611	83.730667	83.755447	83.676666	83.271904	84.032791	83.727409	83.27684	84.649612	84.716782	82.812515	84.69696	83.262558
99.185158	99.936455	99.958618	99.972588	99.958267	100.0	99.954391	99.958549	99.972198	99.958496	99.620071	99.538437	99.546188	93.605728	93.356155	93.388817	93.397774	93.380585	93.668503	93.687447	93.70903	94.746063	94.121674	94.121368	94.131683	94.134071	94.158295	94.127846	93.586319	94.318367	94.212196	94.244873	94.245102	94.373367	94.261261	94.433723	94.37735	93.804016	89.65509	89.535645	89.55899	89.577606	89.353592	89.296303	89.326195	89.351501	88.248032	88.430176	88.575027	88.72702	88.724648	84.082542	83.878044	83.930847	83.993073	83.903259	83.843483	83.984253	83.921333	83.958611	83.955841	83.993942	82.484497	82.576141	82.412476	82.46328	82.455284	82.487473	82.465897	82.423981	82.398689	83.84935	83.862442	83.921082	82.527168	82.375259	82.521179	82.560272	82.172676	82.134354	83.715179	83.761246	83.778114	83.705276	83.26593	84.067245	83.779175	83.210922	84.701607	84.703407	82.784424	84.693573	83.22049
99.199097	99.915924	99.970856	99.958771	99.960953	99.954391	100.0	99.978668	99.960815	99.975128	99.641624	99.558136	99.553146	93.628082	93.436523	93.450905	93.445145	93.454407	93.691772	93.706696	93.693939	94.762451	94.137833	94.148621	94.146698	94.14521	94.176132	94.142517	93.607307	94.312973	94.251465	94.286392	94.282532	94.355324	94.251709	94.417236	94.39711	93.726837	89.690247	89.579628	89.577866	89.575859	89.31958	89.379517	89.329979	89.343582	88.231323	88.437119	88.622116	88.803528	88.717773	84.06871	83.886505	83.978035	84.005013	83.990601	83.870659	83.975922	83.944504	83.959106	84.011841	84.028374	82.489441	82.532692	82.41304	82.462112	82.463432	82.462601	82.501244	82.371872	82.420242	83.849091	83.830406	83.849655	82.497711	82.371468	82.461304	82.500893	82.10173	82.034576	83.721634	83.709244	83.763367	83.723663	83.31221	84.046204	83.744064	83.231537	84.621582	84.60405	82.764992	84.696274	83.240204
99.165131	99.921059	99.975754	99.962799	99.961555	99.958549	99.978668	100.0	99.964172	99.979141	99.640808	99.561935	99.559029	93.616409	93.3909	93.403244	93.431732	93.379822	93.638336	93.641594	93.665909	94.785431	94.112694	94.15242	94.139389	94.154266	94.124603	94.130737	93.615257	94.284744	94.226631	94.274261	94.297852	94.333679	94.248596	94.403893	94.362389	93.727783	89.662369	89.578522	89.524376	89.525772	89.296936	89.299881	89.326645	89.328674	88.153305	88.408333	88.584229	88.743011	88.705246	84.056984	83.936554	83.954788	84.020599	84.000427	83.927841	83.954269	83.976624	83.963776	83.96077	84.095367	82.452248	82.510223	82.465225	82.519547	82.473099	82.500938	82.455414	82.393837	82.427444	83.853043	83.829514	83.828247	82.555031	82.424774	82.497025	82.574585	82.194931	82.124199	83.682205	83.720886	83.794952	83.78978	83.264893	83.951797	83.703873	83.21257	84.697105	84.650131	82.780594	84.718063	83.226189
99.220764	99.970123	99.959167	99.977844	99.971001	99.972198	99.960815	99.964172	100.0	99.960037	99.636841	99.567169	99.573364	93.59523	93.340118	93.380463	93.334564	93.359589	93.654175	93.654312	93.661186	94.7901	94.17791	94.195786	94.19838	94.200256	94.10849	94.120834	93.62648	94.246918	94.170425	94.21666	94.181679	94.265732	94.210777	94.460587	94.321671	93.796623	89.622765	89.542107	89.563469	89.581406	89.3815	89.34201	89.362823	89.382301	88.191025	88.416336	88.636536	88.760422	88.758484	84.076256	83.815857	83.853897	83.88829	83.884644	83.807014	83.898041	83.832291	83.837372	83.900665	83.939232	82.445099	82.559982	82.438171	82.444862	82.460205	82.481964	82.465919	82.328484	82.382553	83.85508	83.86425	83.864113	82.510895	82.40004	82.501846	82.509949	82.203766	82.167938	83.732422	83.737617	83.806671	83.733795	83.343498	83.995338	83.652405	83.181366	84.656525	84.713722	82.80751	84.745911	83.225815
