858422.3	1355477.98	1404768.8	2782624.3	1904807.3	1390132.4	993502.5	1325112.3	574934.3	375.246	288000.8	754500.3	2782664.3	2057741.8	376.36	858423.19	1437360.8	2913970.3	1404864.3	2840473.3	1404367.6	709803.3	1325090.15	375.199	1043588.3	189873.4	2782666.3	1325115.7	2171497.4	2926010.3	167468.3	722472.8	858423.18	29448.123	255045.4	83637.3	1437360.11	1325102.3	83627.3	574727.4	1325120.3	1038867.3	1325095.3	1274631.4	1619232.5	190148.11	2898149.3	114615.4	1245469.3	255045.57	630921.8	115808.6	2782658.3	1437360.9	1300039.5	1437360.5	375.241	2734909.5	244734.18	722472.6	376.105	2817702.3	1855319.3	858423.13	1521768.3	1325100.3	2782634.3	2911010.5	722472.4	1803665.3	1404888.3	1399419.3	2904800.6	2035447.3	224911.5	241591.3	113395.3	2876780.6	1197460.4
100.0	81.554947	81.942123	81.698151	82.838486	81.93853	81.814011	81.542259	81.83165	81.947342	80.705933	81.661469	81.630249	82.71431	81.613998	81.535378	80.716797	83.024323	81.692413	83.192917	81.896042	81.778076	81.422928	81.881012	81.696518	88.377853	81.850647	81.668228	81.931686	81.732407	81.844627	83.309372	81.698746	83.024948	81.497482	83.000206	82.205368	81.772034	81.69413	81.818871	82.794792	81.454788	81.469604	88.16806	83.031288	91.840034	80.932175	80.918793	80.868134	81.635803	82.802155	80.845299	88.358978	83.75528	81.793541	82.801163	81.917923	80.887215	81.88356	82.057907	82.891792	82.982407	81.21962	81.828995	79.691208	83.160675	81.661591	81.260353	84.679123	81.837418	81.776802	81.758728	79.688965	81.79306	81.932823	81.59758	81.02478	81.523521	82.827591
81.554947	100.0	87.821632	87.658966	82.764313	87.457275	87.191193	89.004181	87.641434	87.861015	81.312805	87.53862	87.359894	82.674744	87.659637	89.372513	80.358185	82.997162	87.961555	81.688217	87.791687	87.655556	88.563393	88.335678	87.602722	81.465652	88.003998	87.372696	87.488007	88.204651	87.212067	81.733749	85.214752	82.852585	80.415558	83.018463	81.343575	87.16394	88.729156	87.618576	82.804642	92.490479	89.014992	81.465881	82.472229	81.740875	81.492355	81.763176	81.663269	87.363739	82.668991	81.752464	81.566391	81.65799	87.602928	82.739891	88.169754	81.61161	88.216278	80.91658	82.81633	82.751587	88.521362	88.139969	79.760757	82.95108	87.07132	88.99202	81.836082	88.160797	87.558006	87.716576	79.413177	87.763725	88.370178	88.301735	81.416702	91.302353	82.703941
81.942123	87.821632	100.0	88.40657	83.019531	88.936951	88.482903	87.506096	90.507324	91.764824	81.733032	88.305374	89.62867	82.938362	88.407822	87.672951	80.474945	83.092743	88.714661	81.928421	93.856956	90.473694	87.379852	88.74884	88.280205	81.721771	88.615799	89.752029	89.840919	88.871582	88.552414	81.804016	85.421638	82.998848	80.603317	83.131439	81.570557	88.907425	87.775223	88.638817	83.004974	87.68808	87.304413	81.725487	82.513138	82.018852	81.952881	82.034149	82.110008	88.162048	82.924706	82.263985	81.858139	81.844772	90.211731	82.868713	88.668152	82.00959	88.922592	81.189323	82.990234	82.903839	87.117256	88.748116	80.077179	83.163437	88.209724	87.127533	82.14122	88.926086	88.707565	88.637871	79.654724	90.374954	89.111725	88.496811	81.631699	87.762238	82.932602
81.698151	87.658966	88.40657	100.0	82.768738	88.005989	87.901909	87.163101	88.238144	88.746811	81.438812	92.434921	88.663162	82.621918	92.374161	87.285065	80.209381	82.867142	88.546539	81.749146	88.47438	88.259811	86.869316	89.069763	92.497643	81.635399	90.783127	88.106773	88.118767	89.861656	87.83992	81.73204	85.388321	82.767273	80.404335	82.906403	81.406418	88.016647	87.782547	88.415115	82.778275	87.697708	87.016724	81.499741	82.377678	81.934479	81.482422	81.699142	81.700439	92.348801	82.690552	81.815125	81.598984	81.65538	88.401192	82.597137	89.002502	81.614029	88.74173	80.930786	82.722412	82.797379	86.735603	88.429413	79.773041	82.956207	88.074036	86.957245	82.047668	88.412918	88.192963	88.197784	79.558067	88.337219	89.171936	88.597656	81.456451	87.637207	82.683472
82.838486	82.764313	83.019531	82.768738	100.0	83.150467	82.87265	82.821907	82.997589	82.918259	81.834969	82.762421	82.749405	90.424019	82.748566	82.82312	80.907852	91.711449	82.867676	82.731598	83.046021	83.046036	82.723129	83.017151	82.722679	82.719284	82.875732	82.953011	83.181488	83.095421	82.828064	82.886665	82.684425	91.174911	81.226974	88.055206	82.172348	82.894447	83.038055	82.889465	91.262115	82.711945	82.735382	82.649521	87.114288	83.216202	81.874443	82.052475	82.018539	82.654984	90.8255	82.244492	82.840317	83.041885	82.931358	91.323586	83.003891	81.985687	83.105141	81.750984	91.189056	91.16803	82.539856	83.20369	80.088928	88.230927	82.665314	82.622681	83.38031	83.130981	83.093109	82.972115	79.88945	83.10701	83.219521	82.878159	81.83197	82.797089	90.446373
81.93853	87.457275	88.936951	88.005989	83.150467	100.0	88.848839	87.489746	89.211395	89.099739	81.882004	87.850082	88.594765	82.928307	87.882736	87.316299	80.551758	83.211212	88.087585	82.150528	88.991074	89.222168	87.295471	88.255508	87.93129	81.709671	88.214874	89.488289	89.381981	88.489578	90.005432	81.895874	85.602951	83.108948	80.576981	83.170135	81.642319	89.968185	87.833633	88.825165	83.149223	87.388626	87.211311	81.747818	82.53273	82.115189	82.139328	82.245224	82.162361	87.590698	82.923035	82.252037	81.832687	81.750923	89.128265	82.917702	88.163864	82.116653	88.302361	81.208145	82.981804	82.98777	86.919258	88.647156	80.124001	83.303947	88.49086	87.165237	82.191895	89.027054	89.102509	89.039993	79.603729	89.29274	88.91095	88.028908	81.786407	87.386429	82.775215
81.814011	87.191193	88.482903	87.901909	82.87265	88.848839	100.0	87.04454	88.721207	90.19725	81.613968	87.695717	88.467438	82.676575	87.704773	87.616524	80.390152	82.921814	87.888573	81.815041	88.468353	88.678223	86.869553	89.466446	87.778351	81.604324	88.06974	88.541985	88.835182	88.280769	88.385544	81.728722	85.323296	83.416252	80.486221	82.874924	81.433304	88.58638	87.435852	89.517136	82.622337	87.070251	86.792007	81.580688	82.363037	82.008369	81.718964	81.888596	81.987907	87.532059	82.694252	81.995499	81.758102	81.559158	88.709091	82.730576	89.001274	81.859406	88.022644	81.034332	82.736893	82.647842	86.575195	88.341202	79.840027	82.954292	89.023407	86.759933	81.904327	88.563454	91.126953	88.290497	79.759567	88.696518	89.842667	87.754082	81.544128	87.165253	82.58007
81.542259	89.004181	87.506096	87.163101	82.821907	87.489746	87.04454	100.0	87.487839	87.589676	81.500381	86.944565	86.982727	82.818771	87.021683	89.246033	80.375748	82.914871	87.433594	81.7052	87.39917	87.644218	90.885956	87.664307	87.125793	81.436829	87.485397	89.412239	87.392212	87.561554	87.147018	81.527802	85.045731	82.800789	80.347137	83.013947	81.328812	87.160042	88.155235	87.354172	82.819946	88.897324	91.125046	81.434265	82.41935	81.80481	81.594994	81.826752	81.765244	86.904701	82.621277	81.845139	81.560257	81.548218	87.438705	82.660797	87.549942	81.690712	87.758904	80.904205	82.835663	82.886154	88.954605	87.978409	79.962585	82.969116	86.890091	91.046951	81.889221	87.936584	87.334656	87.71447	79.450272	87.683853	87.984108	87.697418	81.571075	88.881668	82.625793
81.83165	87.641434	90.507324	88.238144	82.997589	89.211395	88.721207	87.487839	100.0	90.61692	81.78006	88.124252	90.467133	82.788727	88.212341	87.568329	80.468346	83.06044	88.342041	81.951782	90.371933	90.719643	87.403267	88.653976	88.240059	81.679535	88.534554	90.127197	90.422012	88.633377	88.711914	81.801079	85.447121	83.010628	80.540665	83.047699	81.54245	88.955223	87.727097	88.890457	82.862907	87.563446	87.362099	81.697411	82.468765	82.048462	81.893211	82.086426	82.07959	88.025421	82.944794	82.214294	81.801437	81.795349	91.851593	82.821182	88.520065	82.126526	88.722893	81.042641	82.945381	83.008484	87.161285	88.691711	79.926376	83.112434	88.405624	87.211601	82.175644	89.128372	88.809258	88.731331	79.787537	90.708954	88.996002	88.31575	81.557907	87.561531	82.756844
