664962.3	682998.3	528244.3	528244.16	192.7	528244.4	1907312.3	192.128	286727.3	137722.3	862719.3	286727.7	716796.3	185874.3	709810.3	2044885.3	1064539.50	192.127	709813.3	652740.3	192.277	2320860.3	1226968.12	193.3	1233114.3	652764.19	192.45	192.50	1907313.3	192.126	403962.3	192.125
100.0	83.049797	82.853928	83.459846	94.58213	82.873459	77.032082	95.079269	82.825592	82.415833	82.981827	82.880249	83.026848	82.636856	82.74826	83.039261	94.62941	94.682495	82.996765	83.006844	94.39402	81.139557	82.634476	83.621674	80.65419	82.571556	94.712234	94.476318	77.030914	94.718918	85.801712	94.414246
83.049797	100.0	89.098999	83.693871	82.741776	89.130844	77.063934	82.98999	90.456467	88.93177	92.873367	90.484421	88.235008	90.265091	90.272324	89.948921	82.882385	82.747665	89.889221	89.809769	82.751518	82.882355	91.80127	85.295418	80.343353	89.523949	82.829147	82.846596	77.080078	82.792542	82.352455	82.909241
82.853928	89.098999	100.0	83.541534	82.396454	99.998871	76.938339	82.850319	89.035683	88.295876	89.592766	89.120377	88.341637	88.825699	88.861511	88.820717	82.497757	82.714188	88.758667	88.794769	82.46199	82.806641	88.807289	85.3899	80.091026	88.486526	82.738449	82.570099	76.94133	82.725433	81.984787	82.657349
83.459846	83.693871	83.541534	100.0	83.093735	83.613503	0.0	83.423141	83.757568	83.564957	83.897934	83.649445	84.239502	83.646301	83.682129	83.730484	83.13147	83.123344	83.594391	83.656555	82.945786	81.457947	83.449051	83.969147	80.224213	83.458908	83.181801	83.166306	0.0	83.181015	82.78669	83.120171
94.58213	82.741776	82.396454	83.093735	100.0	82.451355	0.0	95.001892	82.571747	82.043762	82.801727	82.514511	82.769455	82.451012	82.433708	82.64006	99.950294	95.396736	82.520004	82.610252	95.373978	80.899376	82.329056	83.351967	80.588326	82.284492	95.813324	94.94809	0.0	95.290337	85.487625	94.915009
82.873459	89.130844	99.998871	83.613503	82.451355	100.0	76.926804	82.883095	88.989952	88.256325	89.593224	89.123573	88.254448	88.855164	88.839233	88.817635	82.519318	82.728363	88.722176	88.717026	82.479828	82.753632	88.824722	85.33049	80.101044	88.464508	82.73703	82.474937	76.929626	82.767616	81.961647	82.650581
77.032082	77.063934	76.938339	0.0	0.0	76.926804	100.0	0.0	77.048523	77.123657	77.287193	77.053825	76.768784	76.912323	77.042938	77.072342	0.0	0.0	76.780426	76.956764	0.0	0.0	77.017899	76.616386	77.049706	77.076782	0.0	0.0	99.999168	0.0	0.0	0.0
95.079269	82.98999	82.850319	83.423141	95.001892	82.883095	0.0	100.0	82.791275	82.423584	82.817871	82.785324	82.940178	82.662964	82.759804	82.991241	95.044678	95.075348	82.89357	82.879814	94.57576	81.217865	82.518265	83.563446	80.643417	82.485504	94.917068	94.523781	0.0	94.994095	85.693802	94.514908
82.825592	90.456467	89.035683	83.757568	82.571747	88.989952	77.048523	82.791275	100.0	89.865524	91.109192	94.252815	88.503418	93.960297	94.248627	91.237793	82.632507	82.61412	91.150818	91.115982	82.573227	82.690643	90.218468	85.301323	80.239418	90.890961	82.741333	82.695969	77.040871	82.679161	82.348923	82.605576
82.415833	88.93177	88.295876	83.564957	82.043762	88.256325	77.123657	82.423584	89.865524	100.0	89.695984	89.932205	87.553558	89.765823	89.688118	89.934082	82.158768	82.287842	89.785995	89.822227	82.089874	82.687813	89.161972	85.068039	80.046654	90.011902	82.278351	82.228256	77.112785	82.285339	81.915787	82.167236
82.981827	92.873367	89.592766	83.897934	82.801727	89.593224	77.287193	82.817871	91.109192	89.695984	100.0	90.978127	88.730835	90.992096	91.008156	90.518707	82.853935	82.848358	90.325485	90.285843	82.754471	83.010162	93.685867	85.359955	80.482666	90.204956	82.918945	82.808136	77.283813	82.846939	82.432159	82.753799
82.880249	90.484421	89.120377	83.649445	82.514511	89.123573	77.053825	82.785324	94.252815	89.932205	90.978127	100.0	88.577866	94.35141	94.753387	91.432854	82.595596	82.551315	91.285126	91.182686	82.500458	82.897728	90.316986	85.176422	80.185699	91.198944	82.631012	82.586044	77.04808	82.643738	82.388062	82.517227
83.026848	88.235008	88.341637	84.239502	82.769455	88.254448	76.768784	82.940178	88.503418	87.553558	88.730835	88.577866	100.0	88.419167	88.360794	88.169495	82.700294	82.741577	87.973145	88.01622	82.680435	83.395966	87.891914	86.028244	80.389977	87.812469	82.677437	82.780045	76.778557	82.713287	82.736977	82.706589
82.636856	90.265091	88.825699	83.646301	82.451012	88.855164	76.912323	82.662964	93.960297	89.765823	90.992096	94.35141	88.419167	100.0	95.850433	91.195496	82.508911	82.471863	91.132408	91.079956	82.406616	82.783707	90.013184	85.157516	80.100708	90.928787	82.614449	82.585678	76.912598	82.50885	82.294373	82.483231
82.74826	90.272324	88.861511	83.682129	82.433708	88.839233	77.042938	82.759804	94.248627	89.688118	91.008156	94.753387	88.360794	95.850433	100.0	91.197266	82.503342	82.543625	91.130219	91.01619	82.582619	82.68074	90.026489	85.209122	80.213959	90.908974	82.538864	82.622147	77.051758	82.496643	82.274948	82.57515
83.039261	89.948921	88.820717	83.730484	82.64006	88.817635	77.072342	82.991241	91.237793	89.934082	90.518707	91.432854	88.169495	91.195496	91.197266	100.0	82.69545	82.769592	95.788361	95.28083	82.650986	82.71199	90.039627	85.469337	80.068039	91.708412	82.798599	82.574097	77.094116	82.763962	82.271606	82.551483
94.62941	82.882385	82.497757	83.13147	99.950294	82.519318	0.0	95.044678	82.632507	82.158768	82.853935	82.595596	82.700294	82.508911	82.503342	82.69545	100.0	95.451843	82.644104	82.747131	95.396225	80.982788	82.361832	83.395599	80.638474	82.328621	95.866112	94.971649	0.0	95.31266	85.599609	94.947601
94.682495	82.747665	82.714188	83.123344	95.396736	82.728363	0.0	95.075348	82.61412	82.287842	82.848358	82.551315	82.741577	82.471863	82.543625	82.769592	95.451843	100.0	82.714104	82.765877	94.654282	80.979706	82.518829	83.410034	80.678917	82.368164	97.136902	94.819489	0.0	97.467529	85.522324	94.768951
82.996765	89.889221	88.758667	83.594391	82.520004	88.722176	76.780426	82.89357	91.150818	89.785995	90.325485	91.285126	87.973145	91.132408	91.130219	95.788361	82.644104	82.714104	100.0	95.226028	82.670906	82.688454	89.957794	85.310852	79.983543	91.678574	82.727936	82.635063	76.790131	82.758438	82.160797	82.584518
83.006844	89.809769	88.794769	83.656555	82.610252	88.717026	76.956764	82.879814	91.115982	89.822227	90.285843	91.182686	88.01622	91.079956	91.01619	95.28083	82.747131	82.765877	95.226028	100.0	82.621033	82.654274	89.955307	85.457153	80.069778	91.611053	82.816971	82.665749	76.965691	82.852798	82.058296	82.686218
