1312183.9	240521.3	1841654.4	1736312.3	386.181	1535242.3	2171756.3	391.9	1907415.3	1907413.3	1368430.4	348824.49	1566260.3	1435607.3	1335060.3	386.162	2364271.4	386.182	2819997.3	1736428.3	2067451.4	386.180	754762.3	384.393	1138189.12	1841653.4	2726076.3	216596.11	2731112.3	386.163	2817706.3	398.14	1825934.3	754523.3	2587071.3	2613770.3	384.94	698761.4	2806346.3	1571470.3	1986026.4	1703962.3	398.4	1500301.3	1500304.3	908946.3	1335060.80	386.177	2583231.6	29449.42	2731096.3	1138194.8	1764276.3	754521.3	2028343.3	887144.4	387.284	2603277.3	2182425.3	1120688.3	2815360.3	395491.3	1538158.11	1736278.3	754764.3	1855304.3	2937795.4	990285.3	1703971.3	2048897.3	2895568.3	1041147.3	1138190.4	2726075.3	1752526.3	1033991.3	451876.4	387.275	56730.16	648995.38	384.21	1368417.4	1532558.3	2795216.3	1736592.3	1736473.3	538025.6	984260.6	50338.5	1736380.3	379684.3	293958.16	2919917.3	1825933.3	2819994.3	2035449.3	1144306.3	1523429.3	484088.4	2849093.3	2135647.3	398.16	2813827.4	2613771.3	1736577.3	363754.4	384.18	1981173.3	491916.7	347834.17	1736344.3	1378077.3	2845820.10	1079460.3	1523420.3	1566263.3	384.1004	1223565.8	936136.8
100.0	78.852234	79.550537	78.072449	80.302811	80.420715	79.130432	78.560532	78.630051	78.711868	78.7491	79.5588	82.755936	78.40683	78.630829	80.544724	83.436539	80.301834	79.402275	78.636414	78.689262	80.248413	80.41655	80.378174	80.109619	82.837868	78.961258	80.414383	80.292313	80.524323	78.600784	0.0	80.40696	80.431046	79.410156	80.410904	80.351204	82.947266	78.781631	78.95874	78.79567	80.371353	82.715675	78.902328	79.505371	78.79451	0.0	80.238297	80.338203	80.003433	80.315392	80.293755	79.571381	80.434189	82.7108	78.190483	80.315308	78.658028	79.689995	78.91481	78.667549	80.374077	80.471252	78.171188	80.404121	78.429588	78.735077	79.441666	80.60524	87.713684	78.887444	87.328102	80.30722	0.0	78.516907	80.503319	77.828949	80.361649	79.656006	78.588364	80.281548	77.736908	78.903839	82.694031	79.485947	77.624947	79.358521	77.519882	79.647415	78.915314	78.883957	84.786789	78.729996	80.301071	79.439941	80.521362	84.90686	78.836411	79.977867	80.057487	78.62619	82.958389	78.83049	79.593445	78.614838	83.098206	80.42157	80.296249	80.504425	80.312943	78.15609	78.820839	78.847237	79.442017	78.477791	78.193321	80.286789	80.3386	80.478256
78.852234	100.0	79.118637	78.377625	79.283417	79.308647	79.332397	78.827873	79.65715	80.068619	80.14621	79.043381	78.905685	78.829674	79.24025	79.25209	79.160652	79.266335	78.567719	78.790115	80.140007	79.293434	79.227493	79.443268	79.05899	79.079819	80.15802	79.222244	79.162201	79.312027	79.194283	0.0	79.235992	79.292053	78.844742	79.671692	79.144188	79.184418	80.19455	92.114929	80.187088	79.297272	79.140427	78.963913	78.901939	79.253502	0.0	79.157227	79.295975	79.453949	79.153824	79.220352	78.826584	79.214729	79.074127	78.860184	79.279449	80.032585	79.770462	79.381912	79.082657	79.295021	79.203979	78.95076	79.271759	78.855698	79.057175	78.938622	79.361526	79.148178	79.013596	78.993942	79.282806	77.995506	78.879761	79.207169	78.490097	79.323318	78.813019	78.986916	79.338623	78.022308	79.120552	78.973892	79.123001	78.557121	78.507339	77.890465	78.776169	79.142738	79.640427	79.142746	79.863319	79.146233	78.610596	79.221931	79.299545	80.221283	78.485474	79.304138	78.90461	79.252869	87.004639	79.114014	79.050591	79.101532	79.148636	79.188263	79.263092	79.169632	78.454132	79.071075	80.279114	78.612366	79.672226	78.587616	79.362411	79.340134	79.245239
79.550537	79.118637	100.0	78.449959	81.025627	80.930069	79.301559	78.580765	78.929039	79.205299	79.217178	82.327942	79.843849	78.869827	78.851166	81.214325	80.156937	81.040604	79.159828	78.973862	79.286118	81.004181	81.049187	81.005142	80.664551	79.904274	79.191292	81.106506	80.874512	81.191483	78.782806	0.0	81.160248	81.019821	82.642464	82.023964	81.115143	79.920776	79.101913	79.363556	79.269371	81.059532	79.938538	78.96196	82.505295	79.178421	0.0	80.967934	81.091393	83.597267	81.012634	80.936676	82.414139	80.962601	79.888046	78.366646	80.920319	78.946915	79.814865	78.880417	78.886703	81.065384	81.183273	78.743271	81.145157	78.676682	79.016541	82.661385	81.254761	79.845673	79.070953	79.784882	80.971458	0.0	78.839882	80.932556	78.142906	81.076233	80.857986	78.687378	80.992065	78.087265	78.821465	79.762604	83.605461	78.01709	80.571091	77.889587	80.828796	79.178986	79.038872	80.032204	79.084137	81.017044	79.125038	81.206322	79.990891	79.288223	79.426292	80.811523	78.748306	79.803085	79.151642	84.077248	78.737457	79.90316	80.910507	80.783379	81.155342	80.827522	78.330856	79.012245	79.12088	80.881927	78.889984	78.5224	81.016457	81.118248	81.084427
78.072449	78.377625	78.449959	100.0	78.272186	78.143135	78.304108	78.338013	78.182755	78.471237	78.527	78.182968	78.164108	78.179871	77.936333	78.296837	78.269058	78.288635	78.081528	78.363564	78.602028	78.193741	78.358429	78.169441	77.875595	78.452438	78.743713	78.087952	78.084976	78.340805	80.422058	0.0	78.245789	78.128326	78.1418	78.799759	78.064758	78.390854	78.566277	78.50975	78.578094	78.199249	78.170639	78.033165	78.083069	77.700325	0.0	78.137924	78.127274	78.651291	78.23703	78.025139	78.081535	78.169205	78.125847	78.340073	77.969231	78.398598	78.497177	78.343964	80.566521	78.290733	78.308128	80.768616	78.25634	80.509819	78.457932	77.959435	78.358704	78.108856	78.339302	78.190109	78.187256	79.296242	80.479195	78.14257	78.347603	78.159714	78.027069	80.253799	78.224052	83.252129	78.054245	78.305496	78.353394	78.266129	77.888763	82.874001	77.839775	78.275703	78.665764	78.192963	78.441238	78.197845	78.023895	78.178101	78.468277	78.481438	77.903938	78.386414	78.187904	78.19516	78.362915	78.519478	80.402496	78.217751	78.112091	78.06752	78.366898	78.14344	78.13961	80.588097	78.574173	77.739532	78.278412	78.230156	78.001175	78.142685	78.21328
80.302811	79.283417	81.025627	78.272186	100.0	87.56707	79.894524	79.044571	78.968094	79.209702	79.256859	81.221924	80.495422	79.001465	79.245132	88.81221	80.791763	99.998795	79.755875	79.117523	79.270454	98.155334	88.963669	93.239395	86.836716	80.528015	79.596458	92.722946	87.189194	88.889381	79.016388	0.0	91.569107	92.386139	80.91185	82.615921	94.381134	80.50206	79.227997	79.395935	79.440079	87.384857	80.452377	79.79715	80.671806	79.265282	0.0	93.726883	92.829132	81.82634	89.261063	87.408585	81.055893	93.199814	80.372063	78.451607	92.267807	79.244919	80.499901	79.607224	79.131042	92.748688	88.790382	78.339233	88.785309	78.790741	78.923706	80.820595	88.850906	80.830246	79.649323	80.604538	87.28299	0.0	78.91143	88.888901	78.093536	93.225189	81.966698	78.861923	92.222008	77.771553	79.465584	80.466797	80.938042	77.865845	81.318039	77.56929	82.038551	79.34967	79.577019	80.997406	79.084274	93.694183	79.681175	88.044159	81.054047	79.374008	79.986526	83.012375	79.272614	80.426872	79.513641	80.93779	78.851318	80.703354	92.207954	86.841164	87.542381	87.075394	78.787453	79.036354	79.311234	81.767487	78.862358	78.618729	94.881058	87.766083	92.335495
80.420715	79.308647	80.930069	78.143135	87.56707	100.0	79.942116	78.980141	79.130783	79.276848	79.368469	80.913551	80.597443	78.987137	79.198341	89.124725	81.242142	87.55864	79.585693	79.117859	79.329178	87.495415	88.177383	87.632675	87.800705	80.511597	79.792053	87.757141	88.160378	89.025978	79.093246	0.0	87.877655	87.625626	80.833923	82.5961	87.734497	80.697075	79.207428	79.40815	79.55555	89.640869	80.575081	79.606873	80.807861	79.412369	0.0	87.540344	87.723984	81.885201	87.850388	88.176704	80.875038	87.713882	80.483566	78.677986	87.47876	79.324799	80.523163	79.693871	78.921745	87.509834	88.751556	78.573586	88.462219	78.703568	79.188423	80.790627	89.496162	80.925446	79.533684	80.668182	90.808289	0.0	79.101936	87.934135	77.957848	87.655731	81.749069	78.796135	87.53363	77.71299	79.532349	80.467911	80.910904	77.846596	82.769211	77.524673	81.517982	79.448914	79.427933	80.853317	79.108978	87.559647	79.613693	93.664932	80.933105	79.33609	79.788681	83.079758	79.193558	80.649323	79.506859	80.955223	78.879852	80.8255	87.592941	87.820251	92.257317	90.068741	78.935303	79.193558	79.411819	81.617661	78.936897	78.687302	87.654785	88.150124	87.698265
79.130432	79.332397	79.301559	78.304108	79.894524	79.942116	100.0	78.778076	79.266983	79.125443	79.281242	79.080994	79.219193	79.804581	80.130356	80.019615	79.442642	79.867294	78.836121	78.789902	79.398605	79.748184	79.945786	79.948013	79.790604	79.114136	79.629791	80.07737	79.887184	80.021011	79.249573	0.0	80.124603	79.982285	79.073524	80.045158	79.88623	79.319366	79.414536	79.594582	79.552658	79.89592	79.339706	79.162224	78.983757	79.268066	0.0	79.835114	80.045319	79.76268	79.741257	79.811584	78.976128	79.838478	79.209435	78.444397	79.853607	79.363197	80.304016	81.384644	79.143486	79.768669	80.011658	78.42897	79.874893	78.827682	81.774353	79.092422	79.932701	79.365494	78.973022	79.161453	79.914848	77.645615	79.1353	79.835701	78.25856	79.912109	79.216507	78.798737	79.940216	77.958313	83.192795	79.333267	79.236969	78.212898	78.915955	77.785995	79.130661	79.27124	80.312294	79.356506	79.298416	79.802231	78.830742	80.077927	79.495712	79.18544	78.647438	79.823227	78.969818	79.293137	79.573944	79.225708	79.014404	79.375572	79.990326	79.71434	80.092201	79.815201	78.457184	79.219177	79.194946	79.086624	79.124939	78.496986	79.980827	80.036118	80.012543
78.560532	78.827873	78.580765	78.338013	79.044571	78.980141	78.778076	100.0	78.67128	78.702454	79.178101	78.531685	78.755096	78.816879	79.021233	79.224602	78.941681	79.003387	78.463013	79.564392	79.077011	79.154724	79.247498	79.067429	78.887459	78.692719	79.470428	79.304657	79.023376	79.27784	78.598038	0.0	79.139709	79.085358	78.480148	79.381195	79.097244	78.714828	78.929825	79.078735	78.979271	79.132149	78.824265	79.933762	78.25676	79.366013	0.0	79.044243	79.044128	79.246803	79.030396	78.964645	78.438797	79.0746	78.821297	78.451729	79.144638	78.95063	79.344727	79.336922	78.965988	78.999092	79.137253	78.440384	79.122391	78.459427	78.54409	78.496384	79.313286	78.813461	79.987015	78.603821	79.188126	0.0	78.489906	79.181976	78.16777	78.98616	78.412888	78.747223	79.04995	77.714066	78.671135	78.73101	78.763733	78.01339	78.29361	77.655403	78.556763	79.865318	79.300476	78.941994	78.733383	79.070251	78.556046	79.131279	78.919983	78.79393	78.467056	78.820297	92.843681	78.835426	78.938789	78.866402	78.562325	78.640701	79.230316	78.881088	79.209503	78.892677	85.182198	78.654869	79.199051	78.174164	78.790733	89.703827	79.024521	78.985451	79.03923
78.630051	79.65715	78.929039	78.182755	78.968094	79.130783	79.266983	78.67128	100.0	79.949173	80.12796	78.669662	78.909027	78.891052	79.106255	79.184204	78.933105	78.984268	78.319328	78.707619	80.176407	78.951904	79.184219	78.892807	78.940392	78.992569	80.512703	79.125816	79.021667	79.260681	78.90921	0.0	79.157509	79.121216	78.457733	79.494675	79.110291	78.896225	80.049896	79.862862	80.30925	79.201057	78.950348	78.926407	78.630646	79.014671	0.0	78.955017	79.089104	79.242386	78.831139	79.109085	78.608505	79.007507	78.823624	79.07608	79.000603	79.986176	79.599854	78.927643	78.981133	79.083832	79.142166	78.462448	79.087631	78.697838	79.164391	78.518265	79.207619	78.966492	78.959267	78.843483	79.092163	0.0	78.771515	79.162926	78.324493	79.061584	78.567322	78.736382	79.040009	77.886108	78.811462	78.891541	78.880173	78.367325	78.345001	77.883026	78.588531	79.115166	79.765495	78.943634	79.930473	79.011696	78.37709	79.123093	79.017502	80.130722	78.447632	78.897369	78.99437	78.866951	79.80954	78.789734	78.658646	78.878601	79.096573	79.010635	79.265518	78.986145	78.542862	78.948669	80.144135	78.483521	79.706398	78.602051	78.967209	78.999802	79.033966
