genome	cluster_id
29447.9	1
29447.5	1
29447.25	1
29447.3	1
56458.34	2
56458.12	3
56458.41	3
56458.40	3
56458.39	3
56458.38	3
56458.42	3
56458.37	3
152263.10	4
487909.22	4
487909.29	4
487909.31	4
134875.27	4
487909.33	4
487908.4	4
487909.28	4
487909.30	4
487909.21	4
487909.32	4
487909.35	4
487909.11	4
1099789.6	4
134875.29	4
343.46	4
343.47	4
343.48	4
134875.31	4
134875.28	4
134875.37	4
1261556.5	4
134875.30	4
134875.36	4
152263.14	5
627605.3	5
487906.6	6
487907.5	6
134874.23	6
320326.7	6
227946.26	6
56464.5	7
56455.11	8
487886.6	9
2724123.3	10
92826.4	11
92826.3	11
92826.10	11
340.34	11
990315.4	11
359385.5	11
340.368	11
340.369	11
340.366	11
1358017.3	11
1358015.3	11
1358019.6	11
1358004.3	11
509169.4	11
340.33	11
340.44	11
340.359	11
340.313	11
340.341	11
340.304	11
340.305	11
339.219	11
340.373	11
340.367	11
340.340	11
340.15	11
340.370	11
340.17	11
340.16	11
340.371	11
340.40	11
340.41	11
314565.5	11
340.358	11
190485.4	11
48664.40	12
48664.39	12
48664.41	12
48664.38	12
48664.37	12
48664.148	13
48664.137	13
48664.138	13
925775.5	14
56460.16	14
56453.4	15
149696.4	16
1219375.3	17
2775159.3	18
2775162.3	18
2775159.7	18
2775161.4	18
2775159.6	18
2775159.8	18
2775160.3	18
487905.4	19
90270.24	19
707209.9	19
56454.7	19
707209.10	19
56454.3	19
90270.23	19
2754056.24	19
2754057.3	19
487879.6	19
453602.35	20
453602.36	20
453602.37	20
56454.11	21
56454.10	21
863365.4	21
2259622.7	22
2750648.3	22
2259622.4	22
2259622.3	22
2259622.5	22
2259622.6	22
339.50	23
473421.19	23
2081477.3	23
195709.84	23
56448.158	23
56448.149	23
56448.150	23
195709.83	23
195709.39	23
195709.40	23
195709.92	23
195709.91	23
195709.13	23
69929.23	23
69929.59	23
69929.54	23
69929.58	23
487821.33	23
487821.32	23
487821.15	23
487821.17	23
487821.14	23
487821.16	23
317013.83	24
317013.92	24
317013.38	24
317013.37	24
317013.93	24
317013.90	24
317013.39	24
317013.75	24
317013.76	24
317013.74	24
1680158.4	24
317013.84	24
317013.81	24
317013.82	24
317013.89	24
317013.91	24
317013.40	24
317013.78	24
43353.22	24
92828.32	24
1437877.5	24
325777.7	25
442694.374	26
456327.65	26
316273.10	26
316273.25	26
1437449.3	26
442694.63	26
359387.5	26
1101443.3	26
981368.3	26
317013.9	27
473423.28	27
366649.31	27
366649.32	27
366649.30	27
366649.38	27
473423.29	27
366649.37	27
473423.20	27
473423.21	27
473423.27	27
1240239.3	27
366649.40	27
473423.22	27
366649.39	27
1365651.3	27
473423.30	27
473423.23	27
473423.25	27
346.28	27
473423.24	27
366649.49	27
366649.50	27
366649.47	27
473423.19	27
473423.18	27
473423.26	27
346.27	27
346.26	27
346.23	27
76802.4	27
76802.3	27
1437881.8	27
76802.21	27
76802.5	27
473426.3	27
473426.4	27
473426.5	27
434928.4	28
611301.299	28
611301.296	28
611301.298	28
611301.297	28
434928.46	28
611301.294	28
611301.295	28
1137651.4	28
611301.23	28
611301.22	28
611301.20	28
611301.21	28
611301.65	28
611301.67	28
611301.66	28
