2908003.5	1593482.3	2899220.3	2852099.3	1678028.3	2045208.5	2765360.3	2045208.3	1881045.4	2861283.3	2769491.3	2709303.3	2709302.3	47229.9	2861282.3	47229.4	1886785.3	1337838.3	457921.4	1811224.3	1811226.3	1811225.3	1707785.3	1406431.3	2728020.3	1772194.3	1141883.4
100.0	80.104958	80.140427	80.326126	80.717331	80.053268	79.959641	80.0327	79.153671	79.525398	80.227226	80.335075	80.277863	80.437424	80.375305	80.462875	80.703033	80.670998	80.7995	80.773743	80.637527	80.548645	80.791695	80.753693	80.359161	79.619133	79.881508
80.104958	100.0	82.586426	82.119484	82.214874	80.250534	80.135269	80.29364	79.200027	79.679115	80.657455	80.691849	80.764885	80.948387	80.953003	80.911987	80.816742	80.942001	81.041702	80.850754	80.899002	80.888077	81.122299	80.97493	81.014557	80.623825	80.852356
80.140427	82.586426	100.0	82.530579	82.61734	79.874222	79.780815	79.919968	79.267853	79.925789	80.172867	80.096542	80.075638	80.371902	80.301781	80.351074	80.629623	80.53508	80.652206	80.580048	80.570221	80.626541	80.615067	80.448761	80.04425	79.691917	79.819389
80.326126	82.119484	82.530579	100.0	83.166618	80.762398	80.56131	80.7285	79.973732	80.291763	80.461594	80.531723	80.417206	80.807358	80.885696	80.864243	80.693176	80.889832	80.952324	80.872009	80.81488	80.876236	80.983818	80.816727	80.657646	79.778717	80.114014
80.717331	82.214874	82.61734	83.166618	100.0	80.452377	80.534546	80.460251	79.641045	80.107864	80.368896	80.358795	80.346283	80.736717	80.765976	80.671799	80.702843	80.748329	80.775757	80.631432	80.407524	80.442268	80.718132	80.654343	80.52449	79.600883	79.861282
80.053268	80.250534	79.874222	80.762398	80.452377	100.0	88.99585	89.166733	81.700394	81.763092	80.945877	80.739304	80.732491	80.759003	80.794189	80.884186	80.692841	80.975464	80.857689	80.807899	80.840408	80.907669	80.826736	80.656654	80.69574	79.445862	79.758743
79.959641	80.135269	79.780815	80.56131	80.534546	88.99585	100.0	91.435402	81.493729	81.574753	80.788689	80.570663	80.56588	80.723587	80.79071	80.785019	80.532333	80.817596	80.725037	80.716431	80.646507	80.616913	80.633102	80.44693	80.613464	79.417854	79.732468
80.0327	80.29364	79.919968	80.7285	80.460251	89.166733	91.435402	100.0	81.657822	81.719986	80.781021	80.527679	80.535629	80.71891	80.854691	80.767357	80.519897	80.881386	80.861137	80.698624	80.948105	80.783417	80.628319	80.523758	80.632797	79.514145	79.755554
79.153671	79.200027	79.267853	79.973732	79.641045	81.700394	81.493729	81.657822	100.0	81.664627	79.70726	79.613113	79.649788	79.57225	79.732796	79.700058	79.588715	79.714767	79.888611	79.79335	79.876701	79.76265	79.751801	79.56958	79.306244	78.692451	78.823257
79.525398	79.679115	79.925789	80.291763	80.107864	81.763092	81.574753	81.719986	81.664627	100.0	79.955551	80.054214	80.013748	80.110352	80.109604	80.062897	79.921738	80.145988	80.257683	80.220551	80.326126	80.273827	80.004929	79.933365	79.944855	79.00135	79.386978
80.227226	80.657455	80.172867	80.461594	80.368896	80.945877	80.788689	80.781021	79.70726	79.955551	100.0	85.851868	85.830597	82.872253	82.972214	82.978622	83.315125	83.431152	83.400208	82.073364	81.975861	81.936813	83.186813	83.03952	82.543854	81.444489	81.801613
80.335075	80.691849	80.096542	80.531723	80.358795	80.739304	80.570663	80.527679	79.613113	80.054214	85.851868	100.0	99.886353	82.708771	82.783783	82.781624	83.102341	83.285126	83.179352	81.790741	81.889603	81.84552	82.722137	82.629822	82.452209	81.35611	81.452148
80.277863	80.764885	80.075638	80.417206	80.346283	80.732491	80.56588	80.535629	79.649788	80.013748	85.830597	99.886353	100.0	82.702789	82.788818	82.817337	83.052467	83.262207	83.158875	81.792007	81.917114	81.828079	82.682617	82.576576	82.544739	81.334595	81.484604
