381.6	2483404.3	1295366.5	2493668.3	2876636.10	2493675.3	2876629.10	935546.5	2493673.3	2483404.4	2493677.3	2066070.8	935548.3	381.24	666020.3	2876637.10	2066070.7	2584466.3	1300272.3	381.25	1736477.3	1287281.3	1736469.3	2876650.10	381.70	381.12	2876653.10	2865837.3	2876640.10	2926017.3	2493670.3	2744522.3	2876645.10	935546.3	1300294.3	2493678.3	2876631.10	2876643.10	2876625.10	381.38	2876635.10	2654248.3	2876630.10	381.35	381.34	2233532.3	2493672.3	536018.3	2876626.10	69974.4	2493669.3	2744515.3	422277.3	2865839.3	381.19	381.15	2082387.3	682633.10	1082933.13	1040982.3	1736555.3	1736557.3	2876661.10	266835.9	2876664.10	2744523.3	1777867.5	2876641.10	28104.15	2876663.10	39645.57	381.40	2876660.10	2876627.10	2876621.10	2865838.3	2876623.10	2876646.10	765698.19	2066070.6	2294114.3	2654249.3	2777475.3	2744517.3	2876667.10	2483403.3	2876644.10	2493681.3	2876638.10	2876632.10	2876665.10	2493674.3	381.29	2876639.10	2108445.3	2493671.3	1209954.3	381.111	2876651.10	1884373.3	381.39	2483402.3	2876634.10	2876669.10	2493676.3	1505946.3	2876648.10	593909.4	381.16	460060.3
100.0	85.851532	81.557884	84.994339	85.232681	85.574303	83.859802	85.865707	84.690781	85.743881	84.817024	86.065048	85.656395	97.829262	84.724701	84.509521	86.177155	81.748962	85.961906	97.847038	80.600639	97.877579	81.399055	85.25531	85.787971	97.703293	77.645248	85.922913	84.542221	85.802292	84.585716	80.001259	85.138145	85.850655	85.680397	85.817047	85.826897	85.107132	85.025932	97.933548	85.23436	84.471207	85.221863	84.981689	97.897682	84.474915	84.741211	79.768227	85.539291	84.638962	84.796204	85.812904	84.097229	86.039963	86.357964	85.596146	80.329567	84.619553	86.353226	85.609894	80.440102	81.330544	84.790588	85.958244	85.06543	79.916245	85.807587	84.648773	85.954086	85.039612	85.776863	97.815933	85.295609	84.863136	85.918015	85.738342	85.261368	85.043793	85.789978	86.063354	77.517448	77.988373	84.325371	85.421906	84.960312	85.40654	84.619652	85.823341	84.599884	85.225632	85.851753	84.510544	97.872421	84.565659	81.265976	84.526398	84.75177	86.094513	85.926559	81.075668	97.875656	85.489059	85.255951	85.726868	84.059525	84.356216	85.09964	85.862915	85.638664	79.637314
85.851532	100.0	81.477371	84.939911	87.774719	85.240982	84.968231	90.226166	84.461609	99.996574	84.667114	90.530762	90.460136	85.887108	84.489639	84.256058	90.600937	81.597221	87.655373	85.869827	80.583382	85.844872	81.095856	87.777344	90.802063	85.800499	77.466866	91.944992	84.367477	88.047096	84.354988	79.640442	87.720093	90.154144	87.450851	88.045311	87.405746	86.563065	86.558296	85.870789	87.842102	85.200645	87.78624	84.470451	85.796463	84.110825	84.495972	79.680504	88.198883	84.308807	84.546089	90.942413	83.845909	85.424576	88.895096	87.597496	80.285652	84.461105	85.788803	90.364838	80.510437	81.048676	84.396255	90.365616	86.559601	79.658974	90.27597	84.320686	91.112167	86.581566	87.260178	85.891747	87.88118	87.497635	87.444237	87.691055	87.835655	86.616943	87.313675	90.52565	77.641739	77.838745	84.175713	89.82093	86.544113	89.934967	84.359451	87.376221	84.363312	87.831955	88.824532	84.310028	85.878838	84.354828	81.110367	84.29834	84.541321	87.827774	87.333878	81.107048	85.965263	89.853821	86.597633	88.863853	83.905594	84.171478	86.571533	88.854248	87.596848	79.466843
81.557884	81.477371	100.0	81.35701	81.456779	81.733932	80.49826	81.747917	81.788658	81.385956	81.267685	81.882385	81.353767	81.528824	81.184052	81.693344	81.896942	81.969925	81.506706	81.455765	80.496346	81.455063	81.15213	81.462341	81.608765	81.440247	77.315041	81.536972	81.664955	81.564598	81.808655	79.746117	81.515335	81.779648	81.528008	81.498291	81.425522	81.349472	81.278618	81.393875	81.496628	81.011353	81.500839	81.007462	81.414536	81.643372	81.749039	79.74752	81.562233	81.868698	81.908806	81.741806	81.314583	81.472214	81.532387	81.157829	83.853279	81.031395	81.82933	81.259201	80.440979	81.133278	81.839172	81.680618	81.369598	79.718369	81.789848	81.618095	81.645386	81.345184	81.582779	81.451385	81.609665	81.46843	81.583969	81.438049	81.50695	81.287262	81.558243	81.879044	77.809166	77.831116	81.796028	81.534851	81.291565	81.545372	81.685623	81.453697	81.638344	81.477409	81.625626	81.839218	81.480827	81.666412	80.660736	81.76651	81.850708	81.551422	81.582458	80.531319	81.590103	81.572189	81.420052	81.481216	81.346367	81.699341	81.301834	81.60289	81.136147	79.690063
84.994339	84.939911	81.35701	100.0	84.58934	86.213989	83.367744	84.947174	85.206139	84.846207	91.419136	85.212372	84.67778	85.056923	90.090057	83.948746	85.333115	81.777664	85.77861	85.111237	80.532532	84.972244	81.211288	84.684464	85.042053	84.998123	77.558418	85.017319	84.064697	85.803139	84.615532	80.033432	84.616562	84.957428	85.355492	86.323944	85.382645	84.951797	85.000092	85.002373	84.644249	84.238449	84.670403	86.781021	84.992561	83.730881	86.583984	79.866501	84.824905	84.124863	85.225113	84.993469	83.791794	86.854576	85.116562	84.329025	80.241302	91.361343	86.110367	84.676697	80.319901	81.257553	84.219254	85.088646	84.866699	80.084488	84.950821	84.003845	85.016418	84.861176	85.954346	85.068314	84.616585	85.260353	85.478256	85.529266	84.730377	84.958061	85.325577	85.214066	77.584244	77.975342	83.826248	84.901367	84.820419	84.762009	84.061493	85.922745	84.070984	84.688492	85.111511	84.691826	85.190269	84.062744	81.248795	84.612015	84.022888	85.601944	85.448914	81.140846	85.16864	84.852081	84.912186	85.037254	84.643677	83.845139	84.901825	85.147049	84.266403	79.68544
85.232681	87.774719	81.456779	84.58934	100.0	84.944351	84.502365	88.176208	84.373627	87.777878	84.354782	88.256393	87.654854	85.216927	84.248428	84.221848	88.26664	81.571228	86.971382	85.274353	80.604515	85.228683	81.205544	98.516083	88.017914	85.223892	77.565971	88.215912	84.277267	87.016724	84.304146	79.687355	98.186829	88.187721	86.60778	86.922455	86.664551	86.803894	86.756615	85.256134	98.479691	84.997009	98.536026	84.231117	85.209305	84.257599	84.436806	79.722672	90.833145	84.412834	84.523392	88.045204	83.633347	84.977371	87.9207	95.375175	80.336807	84.119171	85.378204	87.653198	80.367836	81.110214	84.430748	88.196335	86.790024	79.748276	88.205841	84.281075	88.09507	86.771622	86.67234	85.254227	98.181671	90.130859	86.765259	86.891014	98.378601	86.717781	86.732986	88.251572	77.778442	77.970306	84.305115	88.114944	86.704529	88.082474	84.278549	86.609207	84.328293	98.176865	87.93541	84.34552	85.299637	84.300529	81.045303	84.259018	84.275864	87.117905	86.732712	80.974716	85.228516	88.112549	86.663506	88.099976	83.659042	84.185471	86.729263	87.92038	95.450272	79.593742
85.574303	85.240982	81.733932	86.213989	84.944351	100.0	83.406189	85.405685	87.223312	85.109016	85.705139	85.53363	84.819016	85.592834	84.762291	85.843994	85.625214	82.395294	85.437393	85.635506	80.831024	85.576324	81.651031	85.012161	85.398254	85.644165	77.538223	85.343063	85.930634	85.498901	86.729355	80.307297	84.877579	85.408958	85.124985	85.873199	84.947998	85.10817	85.036346	85.569931	85.050201	83.965988	84.962341	84.734619	85.482407	85.965683	87.269394	80.187714	85.33934	85.963486	87.557953	85.485695	85.891144	85.603531	85.275505	84.546318	80.790474	85.663239	87.319458	84.800896	80.641266	81.631729	86.203781	85.470161	84.968277	80.316711	85.426262	85.999359	85.502884	84.981064	85.690536	85.556091	84.957031	85.472061	85.072632	85.151474	85.027771	85.04718	84.921112	85.532616	77.652519	77.96489	85.868286	85.112404	84.969055	85.010727	86.010483	85.644951	85.941254	85.004181	85.424469	86.649956	85.661407	85.946724	81.48645	86.693405	86.070358	85.336639	85.018585	81.211388	85.736275	85.036942	85.133904	85.202286	86.628304	85.71022	85.086243	85.458916	84.632935	79.965775
83.859802	84.968231	80.49826	83.367744	84.502365	83.406189	100.0	85.13472	82.931404	85.075592	83.150642	85.223961	84.936592	83.80925	83.098335	82.692322	85.223892	80.606689	85.49472	83.818161	79.855438	83.799026	80.466576	84.561646	85.10527	83.872086	0.0	85.106857	82.707352	85.664841	82.743011	79.22467	84.478127	85.206985	85.314133	85.574539	85.247635	84.306862	84.209351	83.884766	84.517326	83.596169	84.560661	83.049637	83.875275	82.786377	82.83049	78.956802	84.689789	82.870941	83.040596	85.091347	82.466766	83.796181	85.158813	84.33223	79.570633	83.101562	83.848	84.796326	79.701454	80.466171	82.77993	85.118622	84.243698	79.227097	85.19014	82.746002	85.154327	84.350952	85.324272	83.806206	84.520157	84.285294	85.317871	85.575699	84.509354	84.268448	85.393074	85.221733	77.438622	77.697266	82.713646	85.017349	84.326042	85.091194	82.858826	85.237358	82.708176	84.455582	85.131523	82.816269	83.821648	82.724991	80.318703	82.85968	82.958969	85.513016	85.340157	80.210831	83.82074	85.085144	84.392273	85.152527	82.415253	82.593323	84.273651	85.146423	84.328644	79.143692
85.865707	90.226166	81.747917	84.947174	88.176208	85.405685	85.13472	100.0	84.700668	90.414154	84.788605	94.423264	89.73085	85.896942	84.555153	84.640091	94.546318	81.767265	87.736588	85.91259	80.768112	85.848236	81.460388	88.260887	91.702576	85.770142	77.608765	90.929657	84.791069	88.076965	84.74762	81.07431	88.412399	99.997894	87.448807	87.744583	87.442223	86.95488	86.977722	85.867233	88.287346	85.276855	88.248657	84.463104	85.825119	84.577621	84.709595	79.894203	88.650871	84.974686	84.943176	91.716003	84.331581	85.456879	88.82267	87.64888	80.462029	84.403656	86.005661	89.575195	80.420059	81.420792	84.886589	94.221497	86.698723	81.082512	99.081299	84.800385	91.280045	86.714355	87.320656	85.835274	88.227074	87.571335	87.612717	87.57206	88.227707	86.927567	87.484573	94.421814	77.676437	78.124924	84.596512	90.595184	86.618256	90.583099	84.783859	87.387001	84.843048	88.229156	88.780434	84.922089	85.957756	84.805679	81.316467	84.767166	84.613792	87.854874	87.638947	81.116531	85.921097	90.539124	86.870651	88.961075	84.096352	84.629501	86.853546	88.767593	87.678894	79.703026
84.690781	84.461609	81.788658	85.206139	84.373627	87.223312	82.931404	84.700668	100.0	84.279251	85.047409	84.819695	84.240082	84.687569	84.031517	87.485001	84.932968	82.314697	84.683411	84.829178	80.651901	84.696121	81.396774	84.398018	84.691895	84.751205	77.818588	84.54866	87.530258	84.592133	88.226196	80.254211	84.290176	84.727699	84.238754	85.105125	84.17247	84.568604	84.577744	84.72789	84.396698	83.279167	84.378876	83.961838	84.701401	87.376053	90.733261	80.109352	84.671783	87.719658	90.8424	84.680908	87.153976	84.46405	84.707458	84.114014	80.542198	84.548149	85.677795	84.191406	80.54969	81.436699	87.729202	84.787766	84.37748	80.31263	84.760208	87.620865	84.684738	84.427322	85.045067	84.769531	84.432098	85.074203	84.328537	84.464592	84.372589	84.520447	84.292412	84.82019	77.57756	77.789383	87.443619	84.399033	84.450607	84.468452	87.564392	85.170563	87.529495	84.39782	84.686996	88.136536	84.87439	87.537949	81.193054	88.249619	87.478165	84.494446	84.291275	81.032089	84.875351	84.493286	84.590195	84.62233	88.033653	87.51049	84.590118	84.694786	84.057228	79.936234
85.743881	99.996574	81.385956	84.846207	87.777878	85.109016	85.075592	90.414154	84.279251	100.0	84.551292	90.819656	90.834923	85.805847	84.394333	84.139664	90.563461	81.505753	87.526733	85.876038	80.503235	85.75499	81.03569	87.791733	90.97319	85.696808	77.470795	91.733963	84.35463	87.960831	84.259567	80.968842	88.213623	90.338867	87.320107	87.893768	87.396278	86.599396	86.528885	85.692093	87.824089	85.159485	87.813316	84.398514	85.710831	84.014816	84.370522	79.715378	88.193115	84.195786	84.680298	91.197586	84.043251	85.328796	88.66713	87.44635	80.304306	84.458229	85.741852	90.661346	80.449982	80.970581	84.358635	90.614944	86.454941	80.992767	90.431717	84.290306	90.889771	86.461136	87.188843	85.751373	87.883896	87.375961	87.448441	87.50412	87.872955	86.57653	87.310608	90.821976	77.622177	77.898605	84.036293	90.230087	86.451767	90.282654	84.330399	87.207298	84.343628	87.840919	88.686203	84.456116	85.804672	84.301285	81.073471	84.143234	84.453163	87.779816	87.352173	80.944748	85.843109	90.392479	86.663155	88.686005	83.780006	84.084167	86.565308	88.699905	87.41777	79.503128
84.817024	84.667114	81.267685	91.419136	84.354782	85.705139	83.150642	84.788605	85.047409	84.551292	100.0	84.922073	84.44445	84.86673	91.203552	83.648468	84.996796	81.528152	85.676117	85.050842	80.490471	84.908218	81.024826	84.389175	84.756363	84.876312	77.478577	84.833511	83.802132	85.461494	84.660522	79.868347	84.273132	84.799606	85.154556	86.007645	85.114151	84.715897	84.651581	84.867401	84.405098	84.208687	84.380081	86.773895	84.868454	83.632141	85.025192	79.582176	84.674194	83.73584	85.146935	84.75563	83.537537	86.853867	84.857178	84.051392	80.042343	92.231956	85.987518	84.465355	80.201355	81.075211	83.84285	84.796364	84.688843	79.85955	84.756699	83.71077	84.79715	84.643372	85.891525	84.898453	84.377686	85.130501	85.249641	85.300102	84.34761	84.70417	85.128281	84.920708	77.471146	77.870667	83.500443	84.54866	84.677597	84.546188	83.786949	86.010895	83.810822	84.324043	84.815308	84.659607	85.03772	83.722321	81.228424	84.654755	83.764145	85.391418	85.217667	81.096024	85.060059	84.525917	84.735138	84.797577	84.57515	83.365227	84.691605	84.866318	84.080124	79.522743
