genome	cluster_id
135461.240	1
135461.241	1
135461.227	1
135461.221	1
135461.256	1
135461.249	1
135461.232	1
135461.243	1
135461.252	1
135461.239	1
135461.238	1
135461.236	1
135461.250	1
135461.245	1
135461.246	1
135461.228	1
135461.244	1
135461.222	1
135461.223	1
135461.224	1
135461.229	1
135461.242	1
135461.226	1
135461.234	1
135461.247	1
135461.257	1
1452.98	2
1390.281	3
1390.498	3
492670.177	4
492670.212	4
1423.135	4
492670.318	4
492670.296	4
492670.18	4
492670.1630	4
1390.809	4
492670.1410	4
492670.441	4
492670.1117	4
1390.304	4
492670.1409	4
2093834.3	4
492670.1450	4
492670.1449	4
1390.165	4
492670.1538	4
492670.1233	4
492670.1336	4
492670.1339	4
492670.1508	4
492670.967	4
1390.151	4
1390.112	4
1390.886	4
492670.702	4
1390.786	4
1390.464	4
1390.309	4
492670.1338	4
492670.653	4
492670.1729	4
492670.506	4
1409.8	4
492670.1073	4
492670.840	4
1390.941	4
492670.1071	4
492670.1256	4
1114958.9	4
492670.1047	4
1390.879	4
492670.956	4
492670.1048	4
659243.33	4
1390.752	4
492670.11	4
492670.1111	4
492670.85	4
492670.954	4
1390.769	4
492670.1115	4
492670.713	4
492670.663	4
492670.1234	4
1390.174	4
492670.971	4
1390.768	4
492670.403	4
492670.215	4
492670.287	4
492670.286	4
492670.183	4
492670.285	4
492670.1092	4
492670.1414	4
492670.1496	4
492670.1495	4
492670.251	4
492670.1503	4
1458206.3	4
1390.558	4
492670.1452	4
1390.604	4
492670.727	4
492670.404	4
1415165.3	4
492670.968	4
1390.723	4
492670.712	4
492670.203	4
492670.213	4
492670.1114	4
492670.949	4
492670.86	4
492670.501	4
1390.552	4
492670.1003	4
492670.743	4
492670.1405	4
492670.1067	4
492670.955	4
492670.92	4
492670.88	4
492670.973	4
492670.1648	4
492670.1628	4
492670.995	4
659243.29	4
492670.1439	4
492670.1446	4
492670.1441	4
492670.1444	4
492670.1447	4
492670.1440	4
492670.1656	4
492670.1359	4
492670.401	4
492670.1307	4
492670.442	4
1390.759	4
492670.708	4
1390.310	4
492670.953	4
492670.281	4
492670.1660	4
492670.175	4
492670.326	4
492670.1507	4
492670.1629	4
492670.74	4
492670.729	4
492670.835	4
492670.1361	4
492670.1504	4
492670.1072	4
492670.165	4
492670.1667	4
492670.710	4
492670.167	4
492670.767	4
492670.1570	4
492670.1586	4
492670.76	4
492670.467	4
492670.179	4
492670.945	4
492670.1413	4
492670.316	4
492670.950	4
1390.870	4
492670.1295	4
492670.1494	4
492670.998	4
492670.1362	4
2709781.3	4
492670.288	4
1390.889	4
2585772.3	4
1390.871	4
492670.1116	4
492670.1535	4
1390.925	4
492670.1631	4
492670.1415	4
492670.499	4
492670.1094	4
492670.1657	4
492670.320	4
492670.1540	4
492670.947	4
72361.5	4
492670.1102	4
492670.1544	4
492670.1069	4
1390.796	4
492670.1539	4
2665175.3	4
563169.3	4
492670.1730	4
492670.250	4
1126211.3	4
1155777.18	4
492670.1000	4
1155777.3	4
492670.1632	4
492670.298	4
1390.548	4
1570330.3	4
1423.465	4
2821409.3	4
1434324.5	4
1390.451	4
492670.214	4
492670.3	4
492670.184	4
2049935.3	4
492670.1296	4
1390.725	4
492670.392	4
492670.664	4
1390.608	4
492670.247	4
1390.855	4
492670.1429	4
492670.271	4
492670.328	4
492670.1140	4
492670.1091	4
492670.1034	4
492670.1358	4
1390.452	4
492670.655	4
492670.783	4
492670.297	4
492670.838	4
492670.654	4
492670.275	4
492670.89	4
492670.330	4
492670.1309	4
1390.561	4
492670.396	4
492670.1308	4
492670.398	4
492670.397	4
492670.181	4
492670.317	4
492670.1142	4
492670.1731	4
492670.839	4
492670.180	4
492670.836	4
492670.1315	4
1423138.3	4
492670.12	4
492670.283	4
1423.137	4
492670.1543	4
492670.289	4
492670.438	4
492670.439	4
492670.500	4
492670.843	4
492670.1317	4
492670.1141	4
1390.724	4
1390.461	4
492670.282	4
1390.534	4
1390.881	4
492670.1289	4
492670.974	4
492670.1363	4
1390.856	4
492670.1502	4
1941347.3	4
492670.946	4
492670.1162	4
1333538.6	4
492670.507	4
492670.1314	4
1390.234	4
492670.999	4
492670.276	4
492670.301	4
492670.1536	4
492670.714	4
1150475.3	4
1446792.3	4
1390.864	4
1390.757	4
1390.880	4
492670.652	4
492670.1572	4
492670.1588	4
492670.321	4
492670.1095	4
1390.559	4
1390.560	4
326423.5	4
492670.1406	4
1390.731	4
492670.1093	4
1390.869	4
492670.766	4
492670.1334	4
1412898.4	4
492670.459	4
492670.1287	4
492670.228	4
492670.347	4
1390.788	4
492670.216	4
492670.225	4
492670.1001	4
492670.1335	4
492670.1585	4
492670.1569	4
1390.847	4
492670.1103	4
492670.229	4
492670.661	4
492670.658	4
492670.657	4
492670.656	4
492670.659	4
492670.660	4
492670.174	4
492670.834	4
1423.335	4
492670.466	4
492670.1104	4
492670.662	4
1390.727	4
1449088.3	4
492670.407	4
492670.1451	4
492670.345	4
492670.711	4
