649831.3	1246995.3	113562.5	2939490.3	134676.3	2033844.3	1734444.3	2836373.3	512350.3	52696.5	113567.3	134676.15	512565.3	1710355.3	457423.5	2721544.3	946334.3	122358.4
100.0	81.650604	79.477859	80.424713	80.252716	80.200348	80.71846	80.07914	79.664246	80.086243	79.586037	80.253799	80.297409	84.431091	80.670227	82.777809	80.001709	80.308609
81.650604	100.0	79.620728	80.5009	79.855057	79.856384	80.935196	79.683235	79.692078	79.887947	79.657547	79.876198	80.180435	81.508553	80.187515	82.920067	80.022606	79.910934
79.477859	79.620728	100.0	79.778168	81.537262	81.534836	79.954102	81.631905	84.221573	81.535423	83.756477	81.592812	82.482338	79.343231	81.943329	79.699585	82.235672	81.833344
80.424713	80.5009	79.778168	100.0	80.259369	80.291725	86.301208	80.336441	80.076958	80.189926	80.181992	80.211411	80.382004	80.292084	80.537216	80.65844	80.302597	80.392632
80.252716	79.855057	81.537262	80.259369	100.0	99.995773	80.480042	85.232407	81.941742	84.780029	81.819427	99.997559	82.493149	79.942474	85.116699	80.194046	82.123474	85.533508
80.200348	79.856384	81.534836	80.291725	99.995773	100.0	80.48307	85.224579	81.901848	84.766525	81.788605	99.998199	82.493294	79.913528	85.112518	80.157455	82.072342	85.513382
80.71846	80.935196	79.954102	86.301208	80.480042	80.48307	100.0	80.482727	80.435173	80.614067	80.384636	80.475555	80.725029	80.383209	80.87149	80.790833	80.533707	80.629547
80.07914	79.683235	81.631905	80.336441	85.232407	85.224579	80.482727	100.0	81.793793	87.055939	81.771645	85.196815	82.606377	79.768738	85.295494	80.178024	82.226166	85.882156
79.664246	79.692078	84.221573	80.076958	81.941742	81.901848	80.435173	81.793793	100.0	81.888275	86.182358	81.923035	83.016068	79.544434	82.391945	80.04007	82.649246	82.190811
80.086243	79.887947	81.535423	80.189926	84.780029	84.766525	80.614067	87.055939	81.888275	100.0	81.753082	84.795441	82.545273	79.844688	84.858589	80.148056	82.182541	85.345016
79.586037	79.657547	83.756477	80.181992	81.819427	81.788605	80.384636	81.771645	86.182358	81.753082	100.0	81.778221	82.833664	79.4534	82.289719	79.91449	82.635353	82.061798
80.253799	79.876198	81.592812	80.211411	99.997559	99.998199	80.475555	85.196815	81.923035	84.795441	81.778221	100.0	82.535645	79.94249	85.11319	80.192131	82.123367	85.5289
80.297409	80.180435	82.482338	80.382004	82.493149	82.493294	80.725029	82.606377	83.016068	82.545273	82.833664	82.535645	100.0	79.963615	83.025711	80.430939	86.580978	82.893372
84.431091	81.508553	79.343231	80.292084	79.942474	79.913528	80.383209	79.768738	79.544434	79.844688	79.4534	79.94249	79.963615	100.0	80.239349	82.347214	79.720428	80.018463
80.670227	80.187515	81.943329	80.537216	85.116699	85.112518	80.87149	85.295494	82.391945	84.858589	82.289719	85.11319	83.025711	80.239349	100.0	80.709183	82.637444	86.072327
82.777809	82.920067	79.699585	80.65844	80.194046	80.157455	80.790833	80.178024	80.04007	80.148056	79.91449	80.192131	80.430939	82.347214	80.709183	100.0	80.257896	80.238487
80.001709	80.022606	82.235672	80.302597	82.123474	82.072342	80.533707	82.226166	82.649246	82.182541	82.635353	82.123367	86.580978	79.720428	82.637444	80.257896	100.0	82.606689
80.308609	79.910934	81.833344	80.392632	85.533508	85.513382	80.629547	85.882156	82.190811	85.345016	82.061798	85.5289	82.893372	80.018463	86.072327	80.238487	82.606689	100.0
