2371.189	2371.165	644357.64	644357.118	1444770.13	644357.58	671135.4	644356.48	183190.5	644356.50	644357.60	644357.39	160492.11	644357.119	1444770.9	698414.7	644357.46	2371.35	644357.69	1445511.6	644356.65	2371.187	644356.23	2371.186	2783797.8	644357.65	644356.67	644357.40	2371.209	644356.3	1401256.4	2371.719	644357.47	644357.66	2371.48	2371.723	2371.188	644357.49	1267006.3	1211847.5	644357.48	644356.51	644356.56	1444770.3	2371.721	644356.62	788929.3	644356.49	405440.5	644356.60	644357.59	2371.296	2371.295	1343737.3	2783797.6	644357.4	1214121.5	2371.472	644357.68	2371.47	2783797.7	644357.38	2371.167	2783797.5	405441.5	2371.190	2371.54	644356.64	644357.67	2371.722	155920.8	644356.35	644356.61	2371.720
100.0	96.572365	96.519669	96.580803	83.140961	96.52327	96.167397	96.19075	96.218651	96.180771	96.439468	96.523987	99.068832	96.547729	83.160049	98.532906	96.534561	96.212578	96.338547	99.13353	96.164001	99.072891	96.124489	99.164551	96.221962	96.510223	96.004562	96.492981	99.076813	96.218414	96.191216	96.508659	96.531418	96.558319	96.286987	96.120567	99.079285	96.422729	96.671509	99.974762	96.578339	96.131538	96.18187	83.197891	96.201736	96.086861	96.226059	96.176834	96.592834	96.100128	96.468399	98.502243	98.529892	96.690109	96.253685	96.707321	99.132378	96.196556	96.484314	98.536438	96.25412	96.520897	96.329063	96.224548	96.124191	98.88945	98.526047	96.149414	96.302269	96.46624	96.160957	96.179741	96.222298	96.184357
96.572365	100.0	99.23645	99.254211	82.932068	99.157013	97.931885	98.017105	98.056564	98.009781	99.323486	99.255615	96.554588	99.243805	82.915939	96.648987	99.157837	98.048706	99.63829	96.588173	98.029678	96.599655	97.992142	96.529099	98.557632	99.201263	97.886482	99.185753	96.618393	98.0448	98.607361	99.36142	99.176407	99.251991	98.006577	98.037712	96.549904	99.606995	99.390404	96.597137	99.878967	98.008553	98.064575	82.951561	98.008392	98.013596	98.078918	98.004807	99.203506	97.986565	99.677032	96.639786	96.673065	99.190231	98.581261	99.334488	96.583664	98.021919	99.232925	96.644974	98.590424	99.241638	98.092926	98.592545	98.027481	96.61467	96.668533	98.02179	99.097366	99.360619	97.921028	98.040466	98.056839	98.042114
96.519669	99.23645	100.0	99.81015	82.914459	99.766541	97.674355	97.699387	97.711708	97.694153	99.360321	99.782074	96.454132	99.823051	82.91806	96.614098	99.765762	97.729309	98.959427	96.504181	97.675613	96.442825	97.654404	96.43615	98.0867	99.997589	97.513863	99.762291	96.482224	97.747574	98.094376	99.423233	99.770844	99.828552	97.722488	97.653229	96.474579	99.155357	99.43985	96.56292	99.239883	97.702515	97.715225	82.976059	97.653915	97.701263	97.740929	97.697426	99.749336	97.569534	99.216492	96.614197	96.622421	99.783821	98.113785	99.958611	96.49868	97.700867	99.99794	96.641769	98.115883	99.845718	97.789536	98.088867	97.693771	96.468338	96.646713	97.700623	99.426132	99.409042	97.691299	97.688004	97.708923	97.673851
96.580803	99.254211	99.81015	100.0	82.936325	99.808777	97.752068	97.747467	97.748512	97.722824	99.46048	99.857384	96.530037	99.994125	82.936234	96.660461	99.810898	97.729919	99.009254	96.535774	97.737816	96.556625	97.705299	96.516861	98.160873	99.79805	97.597305	99.877563	96.550568	97.770012	98.133568	99.469986	99.803055	99.990295	97.786972	97.74411	96.527832	99.228882	99.472328	96.566513	99.292679	97.743179	97.780396	82.954056	97.740341	97.740486	97.729263	97.752922	99.821518	97.696732	99.272614	96.644897	96.650314	99.802551	98.133606	99.813049	96.562416	97.721153	99.810715	96.648148	98.176285	99.819778	97.806984	98.139282	97.75444	96.54718	96.649872	97.765366	99.612427	99.451569	97.746048	97.718201	97.746933	97.773369
83.140961	82.932068	82.914459	82.936325	100.0	82.848724	82.643578	82.766388	82.696892	82.764824	82.904572	82.858719	83.148163	82.846931	99.996826	83.217682	82.856804	82.658218	82.790657	83.144135	82.754791	83.066589	82.700645	83.137985	82.772308	82.87442	82.594498	82.897003	83.025581	82.733673	82.739334	82.889191	82.861771	82.859894	82.810822	82.679504	83.157822	82.790314	82.989441	83.190842	82.862457	82.685913	82.688133	99.978546	82.679382	82.679817	82.722176	82.769157	82.898666	82.850113	82.835854	83.223953	83.213287	82.93544	82.756668	83.000946	83.148956	82.727066	82.839233	83.187843	82.755371	82.854279	82.826553	82.7714	82.705307	83.094788	83.190582	82.73246	82.867561	82.967987	82.692108	82.715698	82.720917	82.726936
96.52327	99.157013	99.766541	99.808777	82.848724	100.0	97.778839	97.743896	97.757118	97.685684	99.419403	99.811981	96.526306	99.813377	82.858269	96.637695	99.999359	97.737366	98.953812	96.567932	97.730453	96.58564	97.686195	96.493073	98.116585	99.75618	97.545357	99.780739	96.558945	97.74147	98.102646	99.395935	99.76741	99.793205	97.694664	97.717644	96.548935	99.197876	99.41864	96.602013	99.247452	97.724953	97.752136	82.903854	97.691444	97.754242	97.750191	97.694168	99.999527	97.66832	99.213562	96.634018	96.625916	99.946091	98.058716	99.769287	96.556396	97.727341	99.755768	96.655182	98.132919	99.778954	97.744827	98.062042	97.704117	96.520874	96.625488	97.715515	99.540901	99.422546	97.752121	97.725327	97.718353	97.776299
96.167397	97.931885	97.674355	97.752068	82.643578	97.778839	100.0	98.303093	98.344162	98.292877	97.765923	97.680748	96.126511	97.725868	82.626457	96.364746	97.766304	98.355888	97.669144	96.230553	98.247536	96.155411	98.207336	96.103287	98.083984	97.658249	98.109177	97.69471	96.155273	98.368637	98.081924	97.803558	97.729263	97.751343	98.214722	98.254639	96.124466	97.919533	97.92865	96.258102	97.958755	98.281586	98.36129	82.736938	98.317482	98.309845	98.355133	98.286705	97.765114	98.376152	97.95446	96.367325	96.373215	97.826828	98.106636	97.816971	96.26931	98.27549	97.670181	96.397057	98.075104	97.723953	98.393951	98.095062	98.257675	96.123993	96.372559	98.289062	97.447464	97.785217	99.980759	98.343018	98.343857	98.298866
96.19075	98.017105	97.699387	97.747467	82.766388	97.743896	98.303093	100.0	99.956848	99.976776	97.906006	97.739487	96.169418	97.712715	82.75885	96.345016	97.725266	99.850311	97.774628	96.257332	99.994324	96.217194	99.945145	96.244553	98.682465	97.749596	99.576637	97.665337	96.188202	99.868774	98.654175	97.865509	97.767807	97.723846	98.553581	99.991791	96.182419	98.074379	97.993904	96.224152	98.032784	99.995071	99.846741	82.835129	99.787918	99.995926	99.918747	99.985229	97.750298	99.009018	98.075302	96.367012	96.356194	97.818008	98.664688	97.827957	96.310211	99.81041	97.711304	96.409485	98.67131	97.735855	99.787018	98.650459	99.992111	96.195847	96.407684	99.987854	97.570053	97.899429	98.323273	99.839111	99.838654	99.770462
96.218651	98.056564	97.711708	97.748512	82.696892	97.757118	98.344162	99.956848	100.0	99.950546	97.881004	97.715683	96.265816	97.724731	82.709831	96.409653	97.75621	99.855057	97.840576	96.315483	99.956085	96.247147	99.900368	96.261772	98.697189	97.736473	99.598465	97.683006	96.242615	99.90181	98.66983	97.89473	97.742355	97.733582	98.590202	99.96051	96.249992	98.093323	97.992844	96.277405	98.098557	99.955185	99.901367	82.715523	99.854408	99.954529	99.938889	99.955811	97.785995	99.064926	98.080063	96.411934	96.417244	97.786972	98.718887	97.768272	96.328506	99.859009	97.701797	96.424545	98.675949	97.749794	99.801407	98.699348	99.952477	96.280655	96.423477	99.951134	97.593201	97.914299	98.358917	99.855659	99.850571	99.841644
